"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
17.60,"TB OF ADRENAL-UNSPEC","017.60","01760"
17.61,"TB OF ADRENAL-NO EXAM","017.61","01761"
17.62,"TB OF ADRENAL-EXAM UNKN","017.62","01762"
17.63,"TB OF ADRENAL-MICRO DX","017.63","01763"
17.64,"TB OF ADRENAL-CULT DX","017.64","01764"
17.65,"TB OF ADRENAL-HISTO DX","017.65","01765"
17.66,"TB OF ADRENAL-OTH TEST","017.66","01766"
17.70,"TB OF SPLEEN-UNSPEC","017.70","01770"
17.71,"TB OF SPLEEN-NO EXAM","017.71","01771"
17.72,"TB OF SPLEEN-EXAM UNKN","017.72","01772"
17.73,"TB OF SPLEEN-MICRO DX","017.73","01773"
17.74,"TB OF SPLEEN-CULT DX","017.74","01774"
17.75,"TB OF SPLEEN-HISTO DX","017.75","01775"
17.76,"TB OF SPLEEN-OTH TEST","017.76","01776"
17.80,"TB ESOPHAGUS-UNSPEC","017.80","01780"
17.81,"TB ESOPHAGUS-NO EXAM","017.81","01781"
17.82,"TB ESOPHAGUS-EXAM UNKN","017.82","01782"
17.83,"TB ESOPHAGUS-MICRO DX","017.83","01783"
17.84,"TB ESOPHAGUS-CULT DX","017.84","01784"
17.85,"TB ESOPHAGUS-HISTO DX","017.85","01785"
17.86,"TB ESOPHAGUS-OTH TEST","017.86","01786"
17.90,"TB OF ORGAN NEC-UNSPEC","017.90","01790"
17.91,"TB OF ORGAN NEC-NO EXAM","017.91","01791"
17.92,"TB ORGAN NEC-EXAM UNKN","017.92","01792"
17.93,"TB OF ORGAN NEC-MICRO DX","017.93","01793"
17.94,"TB OF ORGAN NEC-CULT DX","017.94","01794"
17.95,"TB OF ORGAN NEC-HISTO DX","017.95","01795"
17.96,"TB OF ORGAN NEC-OTH TEST","017.96","01796"
18.00,"ACUTE MILIARY TB-UNSPEC","018.00","01800"
18.01,"ACUTE MILIARY TB-NO EXAM","018.01","01801"
18.02,"AC MILIARY TB-EXAM UNKN","018.02","01802"
18.03,"AC MILIARY TB-MICRO DX","018.03","01803"
18.04,"ACUTE MILIARY TB-CULT DX","018.04","01804"
18.05,"AC MILIARY TB-HISTO DX","018.05","01805"
18.06,"AC MILIARY TB-OTH TEST","018.06","01806"
18.80,"MILIARY TB NEC-UNSPEC","018.80","01880"
18.81,"MILIARY TB NEC-NO EXAM","018.81","01881"
18.82,"MILIARY TB NEC-EXAM UNKN","018.82","01882"
18.83,"MILIARY TB NEC-MICRO DX","018.83","01883"
18.84,"MILIARY TB NEC-CULT DX","018.84","01884"
18.85,"MILIARY TB NEC-HISTO DX","018.85","01885"
18.86,"MILIARY TB NEC-OTH TEST","018.86","01886"
18.90,"MILIARY TB NOS-UNSPEC","018.90","01890"
18.91,"MILIARY TB NOS-NO EXAM","018.91","01891"
18.92,"MILIARY TB NOS-EXAM UNKN","018.92","01892"
18.93,"MILIARY TB NOS-MICRO DX","018.93","01893"
18.94,"MILIARY TB NOS-CULT DX","018.94","01894"
18.95,"MILIARY TB NOS-HISTO DX","018.95","01895"
18.96,"MILIARY TB NOS-OTH TEST","018.96","01896"
20.00,"BUBONIC PLAGUE","020.0","0200"
20.10,"CELLULOCUTANEOUS PLAGUE","020.1","0201"
20.20,"SEPTICEMIC PLAGUE","020.2","0202"
20.30,"PRIMARY PNEUMONIC PLAGUE","020.3","0203"
20.40,"SECONDARY PNEUMON PLAGUE","020.4","0204"
20.50,"PNEUMONIC PLAGUE NOS","020.5","0205"
20.80,"OTHER TYPES OF PLAGUE","020.8","0208"
20.90,"PLAGUE NOS","020.9","0209"
21.00,"ULCEROGLANDUL TULAREMIA","021.0","0210"
21.10,"ENTERIC TULAREMIA","021.1","0211"
21.20,"PULMONARY TULAREMIA","021.2","0212"
21.30,"OCULOGLANDULAR TULAREMIA","021.3","0213"
21.80,"TULAREMIA NEC","021.8","0218"
21.90,"TULAREMIA NOS","021.9","0219"
22.00,"CUTANEOUS ANTHRAX","022.0","0220"
22.10,"PULMONARY ANTHRAX","022.1","0221"
22.20,"GASTROINTESTINAL ANTHRAX","022.2","0222"
22.30,"ANTHRAX SEPTICEMIA","022.3","0223"
22.80,"OTHER ANTHRAX MANIFEST","022.8","0228"
22.90,"ANTHRAX NOS","022.9","0229"
23.00,"BRUCELLA MELITENSIS","023.0","0230"
23.10,"BRUCELLA ABORTUS","023.1","0231"
23.20,"BRUCELLA SUIS","023.2","0232"
23.30,"BRUCELLA CANIS","023.3","0233"
23.80,"BRUCELLOSIS NEC","023.8","0238"
23.90,"BRUCELLOSIS NOS","023.9","0239"
24.00,"GLANDERS","024","024"
25.00,"MELIOIDOSIS","025","025"
26.00,"SPIRILLARY FEVER","026.0","0260"
26.10,"STREPTOBACILLARY FEVER","026.1","0261"
26.90,"RAT-BITE FEVER NOS","026.9","0269"
27.00,"LISTERIOSIS","027.0","0270"
27.10,"ERYSIPELOTHRIX INFECTION","027.1","0271"
27.20,"PASTEURELLOSIS","027.2","0272"
27.80,"ZOONOTIC BACT DIS NEC","027.8","0278"
27.90,"ZOONOTIC BACT DIS NOS","027.9","0279"
30.00,"LEPROMATOUS LEPROSY","030.0","0300"
30.10,"TUBERCULOID LEPROSY","030.1","0301"
30.20,"INDETERMINATE LEPROSY","030.2","0302"
30.30,"BORDERLINE LEPROSY","030.3","0303"
30.80,"LEPROSY NEC","030.8","0308"
30.90,"LEPROSY NOS","030.9","0309"
31.00,"PULMONARY MYCOBACTERIA","031.0","0310"
31.10,"CUTANEOUS MYCOBACTERIA","031.1","0311"
31.80,"MYCOBACTERIAL DIS NEC","031.8","0318"
31.90,"MYCOBACTERIAL DIS NOS","031.9","0319"
32.00,"FAUCIAL DIPHTHERIA","032.0","0320"
32.10,"NASOPHARYNX DIPHTHERIA","032.1","0321"
32.20,"ANT NASAL DIPHTHERIA","032.2","0322"
32.30,"LARYNGEAL DIPHTHERIA","032.3","0323"
32.81,"CONJUNCTIVAL DIPHTHERIA","032.81","03281"
32.82,"DIPHTHERITIC MYOCARDITIS","032.82","03282"
32.83,"DIPHTHERITIC PERITONITIS","032.83","03283"
32.84,"DIPHTHERITIC CYSTITIS","032.84","03284"
32.85,"CUTANEOUS DIPHTHERIA","032.85","03285"
32.89,"DIPHTHERIA NEC","032.89","03289"
32.90,"DIPHTHERIA NOS","032.9","0329"
33.00,"BORDETELLA PERTUSSIS","033.0","0330"
33.10,"BORDETELLA PARAPERTUSSIS","033.1","0331"
33.80,"WHOOPING COUGH NEC","033.8","0338"
33.90,"WHOOPING COUGH NOS","033.9","0339"
34.00,"STREP SORE THROAT","034.0","0340"
34.10,"SCARLET FEVER","034.1","0341"
35.00,"ERYSIPELAS","035","035"
36.00,"MENINGOCOCCAL MENINGITIS","036.0","0360"
36.10,"MENINGOCOCC ENCEPHALITIS","036.1","0361"
36.20,"MENINGOCOCCEMIA","036.2","0362"
36.30,"MENINGOCOCC ADRENAL SYND","036.3","0363"
36.40,"MENINGOCOCC CARDITIS NOS","036.40","03640"
36.41,"MENINGOCOCC PERICARDITIS","036.41","03641"
36.42,"MENINGOCOCC ENDOCARDITIS","036.42","03642"
36.43,"MENINGOCOCC MYOCARDITIS","036.43","03643"
36.81,"MENINGOCOCC OPTIC NEURIT","036.81","03681"
36.82,"MENINGOCOCC ARTHROPATHY","036.82","03682"
36.89,"MENINGOCOCCAL INFECT NEC","036.89","03689"
36.90,"MENINGOCOCCAL INFECT NOS","036.9","0369"
37.00,"TETANUS","037","037"
38.00,"STREPTOCOCCAL SEPTICEMIA","038.0","0380"
38.10,"STAPHYLOCOCC SEPTICEMIA","038.1","0381"
38.20,"PNEUMOCOCCAL SEPTICEMIA","038.2","0382"
38.30,"ANAEROBIC SEPTICEMIA","038.3","0383"
38.40,"GRAM-NEG SEPTICEMIA NOS","038.40","03840"
38.41,"H. INFLUENAE SEPTICEMIA","038.41","03841"
38.42,"E COLI SEPTICEMIA","038.42","03842"
38.43,"PSEUDOMONAS SEPTICEMIA","038.43","03843"
38.44,"SERRATIA SEPTICEMIA","038.44","03844"
38.49,"GRAM-NEG SEPTICEMIA NEC","038.49","03849"
38.80,"SEPTICEMIA NEC","038.8","0388"
38.90,"SEPTICEMIA NOS","038.9","0389"
39.00,"CUTANEOUS ACTINOMYCOSIS","039.0","0390"
39.10,"PULMONARY ACTINOMYCOSIS","039.1","0391"
39.20,"ABDOMINAL ACTINOMYCOSIS","039.2","0392"
39.30,"CERVICOFAC ACTINOMYCOSIS","039.3","0393"
39.40,"MADURA FOOT","039.4","0394"
39.80,"ACTINOMYCOSIS NEC","039.8","0398"
39.90,"ACTINOMYCOSIS NOS","039.9","0399"
40.00,"GAS GANGRENE","040.0","0400"
40.10,"RHINOSCLEROMA","040.1","0401"
40.20,"WHIPPLE'S DISEASE","040.2","0402"
40.30,"NECROBACILLOSIS","040.3","0403"
40.81,"TROPICAL PYOMYOSITIS","040.81","04081"
40.89,"BACTERIAL DISEASES NEC","040.89","04089"
41.00,"INFECT'N-STREPTOCOC NOS","041.00","04100"
41.01,"INFECT'N-STREPTCOC GRP A","041.01","04101"
41.02,"INFECT'N-STREPTCOC GRP B","041.02","04102"
41.03,"INFECT'N-STREPTCOC GRP C","041.03","04103"
41.04,"INFECT'N-STREPTCOC GRP D","041.04","04104"
41.05,"INFECT'N-STREPTCOC GRP G","041.05","04105"
41.09,"INFECT'N-STREPTCOC NEC","041.09","04109"
41.10,"INFECTION-STAPHYLOC NOS","041.10","04110"
41.11,"INFECTION-STAPH AUREUS","041.11","04111"
41.19,"INFECTION-STAPHYLOC NEC","041.19","04119"
41.20,"PNEUMOCOCCUS INFECT NOS","041.2","0412"
41.30,"KLEBSIELLA INFECT NOS","041.3","0413"
41.40,"E. COLI INFECT NOS","041.4","0414"
41.50,"H. INFLUENZAE INFECT NOS","041.5","0415"
41.60,"PROTEUS INFECTION NOS","041.6","0416"
41.70,"PSEUDOMONAS INFECT NOS","041.7","0417"
41.81,"MYCOPLASMA INFECTION","041.81","04181"
41.82,"B. FRAGILIS INFECTION","041.82","04182"
41.83,"C. PERFRINGENS INFECT'N","041.83","04183"
41.84,"INFECTION-ANAEROBE NEC","041.84","04184"
41.85,"INFECTION-GRAM NEG NEC","041.85","04185"
41.89,"INFECTION-BACTERIA NEC","041.89","04189"
41.90,"BACTERIAL INFECTION NOS","041.9","0419"
42.00,"HIV & SPECIFIC INFECTION","042.0","0420"
42.10,"HIV CAUSING OTHER INFECT","042.1","0421"
42.20,"HIV WITH MALIGN NEOPLASM","042.2","0422"
42.90,"UNSPECIFIED AIDS","042.9","0429"
43.00,"HIV LYMPHADENOPATHY","043.0","0430"
43.10,"HIV CAUSING CNS DISEASE","043.1","0431"
43.20,"HIV-CAUSED IMMUN DISEASE","043.2","0432"
43.30,"HIV CAUSING DISEASE NEC","043.3","0433"
43.90,"AIDS RELATED COMPLEX NOS","043.9","0439"
44.00,"HIV WITH ACUTE INFECTION","044.0","0440"
44.90,"HIV INFECTION NOS","044.9","0449"
45.00,"AC BULBAR POLIO-TYPE NOS","045.00","04500"
45.01,"AC BULBAR POLIO-TYPE 1","045.01","04501"
45.02,"AC BULBAR POLIO-TYPE 2","045.02","04502"
45.03,"AC BULBAR POLIO-TYPE 3","045.03","04503"
45.10,"PARAL POLIO NEC-TYPE NOS","045.10","04510"
45.11,"PARAL POLIO NEC-TYPE 1","045.11","04511"
45.12,"PARAL POLIO NEC-TYPE 2","045.12","04512"
45.13,"PARAL POLIO NEC-TYPE 3","045.13","04513"
45.20,"NONPARALY POLIO-TYPE NOS","045.20","04520"
45.21,"NONPARALYT POLIO-TYPE 1","045.21","04521"
45.22,"NONPARALYT POLIO-TYPE 2","045.22","04522"
45.23,"NONPARALYT POLIO-TYPE 3","045.23","04523"
45.90,"AC POLIO NOS-TYPE NOS","045.90","04590"
45.91,"AC POLIO NOS-TYPE 1","045.91","04591"
45.92,"AC POLIO NOS-TYPE 2","045.92","04592"
45.93,"AC POLIO NOS-TYPE 3","045.93","04593"
46.00,"KURU","046.0","0460"
46.10,"JAKOB-CREUTZFELDT DIS","046.1","0461"
46.20,"SUBAC SCLEROS PANENCEPH","046.2","0462"
46.30,"PROG MULTIFOC LEUKOENCEP","046.3","0463"
46.80,"CNS SLOW VIRUS INFEC NEC","046.8","0468"
46.90,"CNS SLOW VIRUS INFEC NOS","046.9","0469"
47.00,"COXSACKIE VIRUS MENING","047.0","0470"
47.10,"ECHO VIRUS MENINGITIS","047.1","0471"
47.80,"VIRAL MENINGITIS NEC","047.8","0478"
47.90,"VIRAL MENINGITIS NOS","047.9","0479"
48.00,"OTH ENTEROVIRAL CNS DIS","048","048"
49.00,"LYMPHOCYTIC CHORIOMENING","049.0","0490"
49.10,"ADENOVIRAL MENINGITIS","049.1","0491"
49.80,"VIRAL ENCEPHALITIS NEC","049.8","0498"
49.90,"VIRAL ENCEPHALITIS NOS","049.9","0499"
50.00,"VARIOLA MAJOR","050.0","0500"
50.10,"ALASTRIM","050.1","0501"
50.20,"MODIFIED SMALLPOX","050.2","0502"
50.90,"SMALLPOX NOS","050.9","0509"
51.00,"COWPOX","051.0","0510"
51.10,"PSEUDOCOWPOX","051.1","0511"
51.20,"CONTAGIOUS PUSTULAR DERM","051.2","0512"
51.90,"PARAVACCINIA NOS","051.9","0519"
52.00,"POSTVARICELLA ENCEPHALIT","052.0","0520"
52.10,"VARICELLA PNEUMONITIS","052.1","0521"
52.70,"VARICELLA COMPLICAT NEC","052.7","0527"
52.80,"VARICELLA COMPLICAT NOS","052.8","0528"
52.90,"VARICELLA UNCOMPLICATED","052.9","0529"
53.00,"HERPES ZOSTER MENINGITIS","053.0","0530"
53.10,"H ZOSTER NERV SYST NOS","053.10","05310"
53.11,"GENICULATE HERPES ZOSTER","053.11","05311"
53.12,"POSTHERPES TRIGEM NEURAL","053.12","05312"
53.13,"POSTHERPES POLYNEUROPATH","053.13","05313"
53.19,"H ZOSTER NERV SYST NEC","053.19","05319"
53.20,"HERPES ZOSTER OF EYELID","053.20","05320"
53.21,"H ZOSTER KERATOCONJUNCT","053.21","05321"
53.22,"H ZOSTER IRIDOCYCLITIS","053.22","05322"
53.29,"HERPES ZOSTER OF EYE NEC","053.29","05329"
53.71,"H ZOSTER OTITIS EXTERNA","053.71","05371"
53.79,"H ZOSTER COMPLICATED NEC","053.79","05379"
53.80,"H ZOSTER COMPLICATED NOS","053.8","0538"
53.90,"HERPES ZOSTER NOS","053.9","0539"
54.00,"ECZEMA HERPETICUM","054.0","0540"
54.10,"GENITAL HERPES NOS","054.10","05410"
54.11,"HERPETIC VULVOVAGINITIS","054.11","05411"
54.12,"HERPETIC ULCER OF VULVA","054.12","05412"
54.13,"HERPETIC INFECT OF PENIS","054.13","05413"
54.19,"GENITAL HERPES NEC","054.19","05419"
54.20,"HERPETIC GINGIVOSTOMAT","054.2","0542"
54.30,"HERPETIC ENCEPHALITIS","054.3","0543"
54.40,"HERPES SIMPLEX EYE NOS","054.40","05440"
54.41,"HERPES SIMPLEX OF EYELID","054.41","05441"
54.42,"DENDRITIC KERATITIS","054.42","05442"
54.43,"H SIMPLEX KERATITIS","054.43","05443"
54.44,"H SIMPLEX IRIDOCYCLITIS","054.44","05444"
54.49,"HERPES SIMPLEX EYE NEC","054.49","05449"
54.50,"HERPETIC SEPTICEMIA","054.5","0545"
54.60,"HERPETIC WHITLOW","054.6","0546"
54.71,"VISCERAL HERPES SIMPLEX","054.71","05471"
54.72,"H SIMPLEX MENINGITIS","054.72","05472"
54.73,"H SIMPLEX OTITIS EXTERNA","054.73","05473"
54.79,"H SIMPLEX COMPLICAT NEC","054.79","05479"
54.80,"H SIMPLEX COMPLICAT NOS","054.8","0548"
54.90,"HERPES SIMPLEX NOS","054.9","0549"
55.00,"POSTMEASLES ENCEPHALITIS","055.0","0550"
55.10,"POSTMEASLES PNEUMONIA","055.1","0551"
55.20,"POSTMEASLES OTITIS MEDIA","055.2","0552"
55.71,"MEASLES KERATITIS","055.71","05571"
55.79,"MEASLES COMPLICATION NEC","055.79","05579"
55.80,"MEASLES COMPLICATION NOS","055.8","0558"
55.90,"MEASLES UNCOMPLICATED","055.9","0559"
56.00,"RUBELLA NERVE COMPL NOS","056.00","05600"
56.01,"RUBELLA ENCEPHALITIS","056.01","05601"
56.09,"RUBELLA NERVE COMPL NEC","056.09","05609"
56.71,"ARTHRITIS DUE TO RUBELLA","056.71","05671"
56.79,"RUBELLA COMPLICATION NEC","056.79","05679"
56.80,"RUBELLA COMPLICATION NOS","056.8","0568"
56.90,"RUBELLA UNCOMPLICATED","056.9","0569"
57.00,"ERYTHEMA INFECTIOSUM","057.0","0570"
57.80,"VIRAL EXANTHEMATA NEC","057.8","0578"
57.90,"VIRAL EXANTHEMATA NOS","057.9","0579"
60.00,"SYLVATIC YELLOW FEVER","060.0","0600"
60.10,"URBAN YELLOW FEVER","060.1","0601"
60.90,"YELLOW FEVER NOS","060.9","0609"
61.00,"DENGUE","061","061"
62.00,"JAPANESE ENCEPHALITIS","062.0","0620"
62.10,"WEST EQUINE ENCEPHALITIS","062.1","0621"
62.20,"EAST EQUINE ENCEPHALITIS","062.2","0622"
62.30,"ST LOUIS ENCEPHALITIS","062.3","0623"
62.40,"AUSTRALIAN ENCEPHALITIS","062.4","0624"
62.50,"CALIFORNIA ENCEPHALITIS","062.5","0625"
62.80,"MOSQUIT-BORNE ENCEPH NEC","062.8","0628"
62.90,"MOSQUIT-BORNE ENCEPH NOS","062.9","0629"
63.00,"RUSSIA SPR-SUMMER ENCEPH","063.0","0630"
63.10,"LOUPING ILL","063.1","0631"
63.20,"CENT EUROPE ENCEPHALITIS","063.2","0632"
63.80,"TICK-BORNE ENCEPH NEC","063.8","0638"
63.90,"TICK-BORNE ENCEPH NOS","063.9","0639"
64.00,"VIR ENCEPH ARTHROPOD NEC","064","064"
65.00,"CRIMEAN HEMORRHAGIC FEV","065.0","0650"
65.10,"OMSK HEMORRHAGIC FEVER","065.1","0651"
65.20,"KYASANUR FOREST DISEASE","065.2","0652"
65.30,"TICK-BORNE HEM FEVER NEC","065.3","0653"
65.40,"MOSQUITO-BORNE HEM FEVER","065.4","0654"
65.80,"ARTHROPOD HEM FEVER NEC","065.8","0658"
65.90,"ARTHROPOD HEM FEVER NOS","065.9","0659"
66.00,"PHLEBOTOMUS FEVER","066.0","0660"
66.10,"TICK-BORNE FEVER","066.1","0661"
66.20,"VENEZUELAN EQUINE FEVER","066.2","0662"
66.30,"MOSQUITO-BORNE FEVER NEC","066.3","0663"
66.80,"ARTHROPOD VIRUS NEC","066.8","0668"
66.90,"ARTHROPOD VIRUS NOS","066.9","0669"
70.00,"HEPATITIS A WITH COMA","070.0","0700"
70.10,"HEPATITIS A W/O COMA","070.1","0701"
70.20,"HEPATITIS B/COMA-NO DELT","070.20","07020"
70.21,"HEPATITIS B/COMA-& DELT","070.21","07021"
70.30,"HEPATITIS B-NO COMA&DELT","070.30","07030"
70.31,"HEPATITIS B&DELT-NO COMA","070.31","07031"
70.41,"HEPATITIS C WITH COMA","070.41","07041"
70.42,"HEPATIT DELT & COMA-NO B","070.42","07042"
70.43,"HEPATITIS E WITH COMA","070.43","07043"
70.49,"VIRAL HEPATIT NEC W COMA","070.49","07049"
70.51,"HEPATITIS C-NO COMA","070.51","07051"
70.52,"HEPAT DELT-NO B, NO COMA","070.52","07052"
70.53,"HEPATITIS E-NO COMA","070.53","07053"
70.59,"VIRAL HEPAT NEC-NO COMA","070.59","07059"
70.60,"VIRAL HEPAT NOS W COMA","070.6","0706"
70.90,"VIRAL HEPAT NOS W/O COMA","070.9","0709"
71.00,"RABIES","071","071"
72.00,"MUMPS ORCHITIS","072.0","0720"
72.10,"MUMPS MENINGITIS","072.1","0721"
72.20,"MUMPS ENCEPHALITIS","072.2","0722"
72.30,"MUMPS PANCREATITIS","072.3","0723"
72.71,"MUMPS HEPATITIS","072.71","07271"
72.72,"MUMPS POLYNEUROPATHY","072.72","07272"
72.79,"MUMPS COMPLICATION NEC","072.79","07279"
72.80,"MUMPS COMPLICATION NOS","072.8","0728"
72.90,"MUMPS UNCOMPLICATED","072.9","0729"
73.00,"ORNITHOSIS PNEUMONIA","073.0","0730"
73.70,"ORNITHOSIS COMPLICAT NEC","073.7","0737"
73.80,"ORNITHOSIS COMPLICAT NOS","073.8","0738"
73.90,"ORNITHOSIS NOS","073.9","0739"
74.00,"HERPANGINA","074.0","0740"
74.10,"EPIDEMIC PLEURODYNIA","074.1","0741"
74.20,"COXSACKIE CARDITIS NOS","074.20","07420"
74.21,"COXSACKIE PERICARDITIS","074.21","07421"
74.22,"COXSACKIE ENDOCARDITIS","074.22","07422"
74.23,"COXSACKIE MYOCARDITIS","074.23","07423"
74.30,"HAND, FOOT & MOUTH DIS","074.3","0743"
74.80,"COXSACKIE VIRUS NEC","074.8","0748"
75.00,"INFECTIOUS MONONUCLEOSIS","075","075"
76.00,"TRACHOMA, INITIAL STAGE","076.0","0760"
76.10,"TRACHOMA, ACTIVE STAGE","076.1","0761"
76.90,"TRACHOMA NOS","076.9","0769"
77.00,"INCLUSION CONJUNCTIVITIS","077.0","0770"
77.10,"EPIDEM KERATOCONJUNCTIV","077.1","0771"
77.20,"PHARYNGOCONJUNCT FEVER","077.2","0772"
77.30,"ADENOVIRAL CONJUNCT NEC","077.3","0773"
77.40,"EPIDEM HEM CONJUNCTIVIT","077.4","0774"
77.80,"VIRAL CONJUNCTIVITIS NEC","077.8","0778"
77.98,"CHLAMYDIA CONJUNCTIV DIS","077.98","07798"
77.99,"VIRAL CONJUNCTIVAL DIS","077.99","07799"
78.00,"MOLLUSCUM CONTAGIOSUM","078.0","0780"
78.10,"VIRAL WARTS NOS","078.10","07810"
78.11,"CONDYLOMA ACUMINATUM","078.11","07811"
78.19,"VIRAL WARTS NEC","078.19","07819"
78.20,"SWEATING FEVER","078.2","0782"
78.30,"CAT-SCRATCH DISEASE","078.3","0783"
78.40,"FOOT & MOUTH DISEASE","078.4","0784"
78.50,"CYTOMEGALOVIRAL DISEASE","078.5","0785"
78.60,"HEM NEPHROSONEPHRITIS","078.6","0786"
78.70,"ARENAVIRAL HEM FEVER","078.7","0787"
78.81,"EPIDEMIC VERTIGO","078.81","07881"
78.82,"EPIDEMIC VOMITING SYND","078.82","07882"
78.88,"CHLAMYDIAL DISEASE NEC","078.88","07888"
78.89,"VIRAL DISEASE NEC","078.89","07889"
79.00,"ADENOVIRUS INFECT NOS","079.0","0790"
79.10,"ECHO VIRUS INFECT NOS","079.1","0791"
79.20,"COXSACKIE VIRUS INF NOS","079.2","0792"
79.30,"RHINOVIRUS INFECT NOS","079.3","0793"
79.40,"HUMAN PAPILLOMA VIRUS","079.4","0794"
79.50,"RETROVIRUS NOS","079.50","07950"
79.51,"HTLV I","079.51","07951"
79.52,"HTLV II","079.52","07952"
79.53,"HIV 2","079.53","07953"
79.59,"RETROVIRUS NEC","079.59","07959"
79.88,"CHLAMYDIAL INFECT NEC","079.88","07988"
79.89,"VIRAL INFECTION NEC","079.89","07989"
79.98,"CHLAMYDIAL INFECT NOS","079.98","07998"
79.99,"VIRAL INFECTION NOS","079.99","07999"
80.00,"LOUSE-BORNE TYPHUS","080","080"
81.00,"MURINE TYPHUS","081.0","0810"
81.10,"BRILL'S DISEASE","081.1","0811"
81.20,"SCRUB TYPHUS","081.2","0812"
81.90,"TYPHUS NOS","081.9","0819"
82.00,"SPOTTED FEVERS","082.0","0820"
82.10,"BOUTONNEUSE FEVER","082.1","0821"
82.20,"NORTH ASIAN TICK FEVER","082.2","0822"
82.30,"QUEENSLAND TICK TYPHUS","082.3","0823"
82.80,"TICK-BORNE RICKETTS NEC","082.8","0828"
82.90,"TICK-BORNE RICKETTS NOS","082.9","0829"
83.00,"Q FEVER","083.0","0830"
83.10,"TRENCH FEVER","083.1","0831"
83.20,"RICKETTSIALPOX","083.2","0832"
83.80,"RICKETTSIOSES NEC","083.8","0838"
83.90,"RICKETTSIOSIS NOS","083.9","0839"
84.00,"FALCIPARUM MALARIA","084.0","0840"
84.10,"VIVAX MALARIA","084.1","0841"
84.20,"QUARTAN MALARIA","084.2","0842"
84.30,"OVALE MALARIA","084.3","0843"
84.40,"MALARIA NEC","084.4","0844"
84.50,"MIXED MALARIA","084.5","0845"
84.60,"MALARIA NOS","084.6","0846"
84.70,"INDUCED MALARIA","084.7","0847"
84.80,"BLACKWATER FEVER","084.8","0848"
84.90,"MALARIA COMPLICATED NEC","084.9","0849"
85.00,"VISCERAL LEISHMANIASIS","085.0","0850"
85.10,"CUTAN LEISHMANIAS URBAN","085.1","0851"
85.20,"CUTAN LEISHMANIAS ASIAN","085.2","0852"
85.30,"CUTAN LEISHMANIAS ETHIOP","085.3","0853"
85.40,"CUTAN LEISHMANIAS AMER","085.4","0854"
85.50,"MUCOCUTAN LEISHMANIASIS","085.5","0855"
85.90,"LEISHMANIASIS NOS","085.9","0859"
86.00,"CHAGAS DISEASE OF HEART","086.0","0860"
86.10,"CHAGAS DIS OF OTH ORGAN","086.1","0861"
86.20,"CHAGAS DISEASE NOS","086.2","0862"
86.30,"GAMBIAN TRYPANOSOMIASIS","086.3","0863"
86.40,"RHODESIAN TRYPANOSOMIAS","086.4","0864"
86.50,"AFRICAN TRYPANOSOMA NOS","086.5","0865"
86.90,"TRYPANOSOMIASIS NOS","086.9","0869"
87.00,"LOUSE-BORNE RELAPS FEVER","087.0","0870"
87.10,"TICK-BORNE RELAPS FEVER","087.1","0871"
87.90,"RELAPSING FEVER NOS","087.9","0879"
88.00,"BARTONELLOSIS","088.0","0880"
88.81,"LYME DISEASE","088.81","08881"
88.82,"BABESIOSIS","088.82","08882"
88.89,"ARTHROPOD-BORNE DIS NEC","088.89","08889"
88.90,"ARTHROPOD-BORNE DIS NOS","088.9","0889"
90.00,"EARLY CONG SYPH SYMPTOM","090.0","0900"
90.10,"EARLY CONGEN SYPH LATENT","090.1","0901"
90.20,"EARLY CONGEN SYPH NOS","090.2","0902"
90.30,"SYPHILITIC KERATITIS","090.3","0903"
90.40,"JUVENILE NEUROSYPH NOS","090.40","09040"
90.41,"CONGEN SYPH ENCEPHALITIS","090.41","09041"
90.42,"CONGEN SYPH MENINGITIS","090.42","09042"
90.49,"JUVENILE NEUROSYPH NEC","090.49","09049"
90.50,"LATE CONGEN SYPH SYMPTOM","090.5","0905"
90.60,"LATE CONGEN SYPH LATENT","090.6","0906"
90.70,"LATE CONGEN SYPH NOS","090.7","0907"
90.90,"CONGENITAL SYPHILIS NOS","090.9","0909"
91.00,"PRIMARY GENITAL SYPHILIS","091.0","0910"
91.10,"PRIMARY ANAL SYPHILIS","091.1","0911"
91.20,"PRIMARY SYPHILIS NEC","091.2","0912"
91.30,"SECONDARY SYPH SKIN","091.3","0913"
91.40,"SYPHILITIC ADENOPATHY","091.4","0914"
91.50,"SYPHILITIC UVEITIS NOS","091.50","09150"
91.51,"SYPHILIT CHORIORETINITIS","091.51","09151"
91.52,"SYPHILITIC IRIDOCYCLITIS","091.52","09152"
91.61,"SYPHILITIC PERIOSTITIS","091.61","09161"
91.62,"SYPHILITIC HEPATITIS","091.62","09162"
91.69,"SECOND SYPH VISCERA NEC","091.69","09169"
91.70,"SECOND SYPHILIS RELAPSE","091.7","0917"
91.81,"ACUTE SYPHIL MENINGITIS","091.81","09181"
91.82,"SYPHILITIC ALOPECIA","091.82","09182"
91.89,"SECONDARY SYPHILIS NEC","091.89","09189"
91.90,"SECONDARY SYPHILIS NOS","091.9","0919"
92.00,"EARLY SYPH LATENT RELAPS","092.0","0920"
92.90,"EARLY SYPHIL LATENT NOS","092.9","0929"
93.00,"AORTIC ANEURYSM, SYPHIL","093.0","0930"
93.10,"SYPHILITIC AORTITIS","093.1","0931"
